0.5,1,100000.0,10,1,0.1,1.994423525271348
0.5,1,100000.0,10,1,0.5,2.0116909407735584
0.5,1,100000.0,10,1,1.0,2.0006789135764396
0.5,1,100000.0,10,1,2.0,2.0136716822644614
0.5,1,100000.0,10,1,5.0,2.0001548540040868
0.5,1,100000.0,10,2,0.1,1.2866599025333942
0.5,1,100000.0,10,2,0.5,1.2900823478833756
0.5,1,100000.0,10,2,1.0,1.2904621273258634
0.5,1,100000.0,10,2,2.0,1.2884864293924827
0.5,1,100000.0,10,2,5.0,1.2852294495730507
0.5,1,100000.0,10,5,0.1,1.063920859806819
0.5,1,100000.0,10,5,0.5,1.0623673757283332
0.5,1,100000.0,10,5,1.0,1.0633055490782626
